% Model,FBAR_Sc30AlN200nm_Mo100nm_2p5to7p5GHz_16jul25_S.mph
% Versjon,COMSOL 6.1.0.346
% Date,"Jul 28 2025, 11:49"
% Table,Table 2 - Z parameter
% freq (Hz),"w_edge=0.20649, t_edge=1.0898, t_ScAlN=0.25398, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.23616, t_edge=1.9328, t_ScAlN=0.46646, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31752, t_edge=1.7884, t_ScAlN=0.29408, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.42666, t_edge=2.3908, t_ScAlN=0.32704, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.26543, t_edge=2.763, t_ScAlN=0.47372, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=0.82689, t_ScAlN=0.31882, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.37007, t_edge=0.05, t_ScAlN=0.25835, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22838, t_edge=0.58157, t_ScAlN=0.46352, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.65045, t_edge=0.84315, t_ScAlN=0.35532, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.26902, t_edge=2.0441, t_ScAlN=0.41348, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.20294, t_edge=1.6227, t_ScAlN=0.3561, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.39019, t_edge=1.3336, t_ScAlN=0.36057, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.40822, t_edge=1.6571, t_ScAlN=0.4289, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.27578, t_edge=2.5882, t_ScAlN=0.5, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.36899, t_edge=1.7976, t_ScAlN=0.49887, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.39381, t_edge=1.9257, t_ScAlN=0.36216, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.30808, t_edge=2.191, t_ScAlN=0.2516, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.28913, t_edge=2.6501, t_ScAlN=0.34745, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.3386, t_edge=1.2992, t_ScAlN=0.3167, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21356, t_edge=1.4986, t_ScAlN=0.46069, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31262, t_edge=0.83409, t_ScAlN=0.38602, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.48795, t_edge=1.6227, t_ScAlN=0.37064, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.4971, t_ScAlN=0.23957, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31673, t_edge=2.865, t_ScAlN=0.42538, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.20473, t_edge=2.5336, t_ScAlN=0.37291, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.3205, t_edge=2.6406, t_ScAlN=0.22561, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.29293, t_edge=2.2195, t_ScAlN=0.29662, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.25855, t_edge=2.0975, t_ScAlN=0.4745, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.25203, t_edge=1.1568, t_ScAlN=0.462, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.53724, t_edge=0.65587, t_ScAlN=0.38301, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22719, t_edge=2.5309, t_ScAlN=0.41866, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31515, t_edge=0.91567, t_ScAlN=0.48898, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.30914, t_edge=2.5161, t_ScAlN=0.23356, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.24037, t_edge=1.8335, t_ScAlN=0.21739, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21434, t_edge=2.1398, t_ScAlN=0.5, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.35318, t_edge=0.6518, t_ScAlN=0.3702, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31872, t_edge=2.9903, t_ScAlN=0.32693, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.28416, t_edge=3, t_ScAlN=0.21663, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.3659, t_ScAlN=0.29735, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31554, t_edge=2.5987, t_ScAlN=0.30806, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.49033, t_edge=1.3649, t_ScAlN=0.3893, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.0516, t_ScAlN=0.43216, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.33297, t_edge=2.063, t_ScAlN=0.20177, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.29453, t_edge=2.6365, t_ScAlN=0.24287, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.294, t_edge=1.6162, t_ScAlN=0.30533, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21267, t_edge=1.3257, t_ScAlN=0.36637, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22613, t_edge=1.463, t_ScAlN=0.29226, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22987, t_edge=1.5334, t_ScAlN=0.28508, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.24024, t_edge=0.61666, t_ScAlN=0.49871, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.35605, t_edge=2.2898, t_ScAlN=0.4385, es.zref*(1+es.S11)/(1-es.S11) (Ω)"
6.831103678929766E9,54.67647821549709-469.3054967208741j,10.829831270343428-709.2266600355144j,18.488768260935164-527.2303691424105j,9.876008868621907-492.1081730367406j,10.39016986500942-722.1140321427124j,11.839165875986895-523.5415086189032j,10.741467282134442-467.02650194689886j,9.173082518230359-707.1725340171015j,27.13276844550767-574.1663397683524j,8.080590633248534-641.0080144514412j,17.106513549901063-575.8048243142944j,11.811680212834437-575.518383076383j,9.866320117313364-672.2704050630346j,12.04699161306856-754.5316242804427j,10.264242033509626-757.2548675106558j,11.175388290418939-577.8574482668248j,75.54009082415557-473.5619791406418j,24.410934559511503-558.6771099778257j,26.01964576470653-515.0696367088542j,8.965884084807303-702.655453806568j,8.982761709802947-599.507455212125j,33.38929375618891-562.7957153028077j,15.40697316601228-495.1151952975088j,18.974651838428912-674.5576765355478j,9.691505963065115-591.4567583342376j,47.09745611164459-553.1688731319185j,34.35836251683621-514.8302972733327j,9.937412388035606-716.3953729227862j,9.430094705312598-705.7271084016724j,71.19872438364226-581.6927993554077j,7.738040793450492-644.4090465776776j,11.374425704297185-744.4905183992162j,52.31144965090043-422.8511575621838j,34.66338069550528-459.976526676774j,9.777373635855207-751.5919236758349j,12.629352868784721-589.4479061989366j,15.986865922287095-530.4283581362946j,39.629043036382164-463.1724652175701j,18.584027062327245-518.2738856638362j,17.62551418975252-519.3869805618931j,13.593050306449745-617.7365221845647j,7.528443805051957-666.1966265832863j,226.94638171782162-488.10362788957497j,102.04219639543571-405.09793605069297j,9.028307232532143-507.2718891091287j,10.101409608959973-573.7540091277964j,26.639074933899526-522.1176777633113j,20.659287806239423-511.5089282855245j,12.313451373730222-754.1338087986547j,10.776195816951413-673.3277256766315j
6.847826086956522E9,32.264859574038766-486.39975584973047j,11.080748866691069-710.4438337594013j,26.805349163736096-509.9864271759688j,224.95700137003845-490.7196485311478j,11.440577152007723-719.0907747481134j,11.03765038831046-516.732141688939j,12.46906078988094-460.90390154453274j,8.995347734282147-703.0534288405794j,24.805645216613097-568.660547942556j,7.444056316786216-638.2186647778868j,11.568357655442377-571.6384131036793j,9.827627174743437-568.5024668778846j,8.795887393151448-666.1215108684349j,15.45931887552115-759.6152534485883j,11.411019158387383-753.9921938256889j,12.630662707860994-572.5385423241325j,71.10402325718525-505.6101047274762j,25.94351015096739-554.8185958483019j,20.479950684107457-513.2339293729226j,9.095567880103149-700.5370851401194j,8.574611755894656-596.7918158663094j,47.44553147814393-581.4206219018712j,20.646773725756326-480.13942328687875j,13.774977740097064-667.5235675356098j,8.394914950816567-586.1682622111347j,104.20316611863402-505.646025589049j,22.473482268101264-513.5051673145491j,9.55171235095987-713.8373980486676j,10.223986760846085-703.3457344689671j,46.10671063412226-581.5919522879626j,7.712683684936238-640.3959667007887j,11.346579663761018-743.5839984490178j,78.00799088464301-444.37511726505164j,69.45042925756044-477.48995141330454j,11.569064371476129-748.980032480639j,10.941644890058155-592.4820909548513j,23.62296329494392-521.6071025543943j,48.788236717362715-433.5234646310891j,11.509186754426171-513.7554228643548j,16.730408665566895-513.029799931897j,21.597942338665334-607.2000284291273j,7.428532175172574-663.8149865595774j,57.45721938759417-514.1782284075764j,68.27322941901315-491.0308194665718j,7.829586891773619-502.91922428847334j,14.578102104788789-568.1827294824373j,28.75691519316755-515.152437667924j,13.7270525111576-506.8179939645012j,17.74315723495267-751.0372906459116j,13.30862068512269-676.1470026907325j
6.864548494983277E9,39.36814853018365-436.99501303663885j,12.57991791598313-708.4825174864477j,14.725027307601607-501.30986232747193j,59.239664302968386-554.8230185790014j,9.524812371550656-717.6685882512847j,14.777669805320981-522.905675048947j,13.021290441107254-458.73354208706286j,12.776156925628673-702.3284302363458j,31.399058241835114-580.4164718211207j,7.800305524398592-635.7828202879214j,10.183181248854634-570.610513807754j,9.066046579059488-564.1540019264132j,8.777498431771704-661.678122825529j,17.357296402984826-753.9880747112577j,10.217933460422055-750.8338585657087j,10.625973924707852-569.3185861540867j,140.90118548633612-412.6392834686972j,25.227959613539234-572.5755163806635j,36.45530116448343-525.2699385439321j,9.586201044891066-696.5100890946181j,7.775828081264199-594.2064284304392j,47.6381754634264-588.0785931808877j,11.606741665219497-470.8007009402413j,9.303245064851025-659.6079138959733j,8.405214903029082-583.8912971829327j,70.2446013130822-494.0554416593538j,23.13743222971129-510.0326858786725j,10.782617204807277-710.8869295574901j,9.45592067242281-701.7159938342527j,42.952660655893-620.6987683739866j,9.307221440526623-635.2488089618581j,12.217217816750912-739.582500935063j,152.0119091436907-458.64410109090136j,46.03269110977542-444.79609825460926j,10.276932301155597-745.3953222027826j,13.626977540225704-591.7437556410569j,52.77168180740553-539.3345046989202j,68.71663314048122-434.99659959335366j,10.367745656250184-503.41235241443405j,21.63290805888268-500.14575587928795j,22.741973411262236-608.430477621127j,7.340696484406414-661.4618411590865j,75.32169238006712-450.0363780513859j,49.184642256310866-470.567521399034j,11.352897477989142-497.38029186245865j,9.655738181940135-566.5872971964177j,13.183968988730786-516.9120384068533j,14.800471582785732-493.26790905792114j,11.38995101703747-749.864825497646j,9.784435303323404-673.7147766965821j
6.881270903010034E9,82.8456184836885-505.3363719439741j,13.822673044503786-704.6992504854334j,28.612730494236704-478.38391403182334j,27.56292217359806-560.755501028897j,8.758579442796204-715.8345990180931j,17.25877596613113-518.8636235589922j,10.15749664344269-456.6301742412612j,11.061453343667727-699.8157432271944j,23.814417949368984-583.9251463578039j,7.474994583595201-632.6851171038497j,8.706441846932908-566.8433767415869j,11.155565236208068-564.7923342754488j,8.650814997652532-659.4415514291858j,13.036433459527549-755.4067715573166j,9.190013275627962-748.6406476110043j,9.265806559295264-565.8992412571919j,93.96899726009359-497.49100858153787j,13.249711913985234-570.5784420182748j,45.513026180309836-519.6516469267458j,9.990792106016-695.514531577395j,7.540532866705163-590.2816399276328j,94.65234414132796-627.5898970692996j,11.837109772232155-465.1387370956739j,9.612016826661414-658.0704412885216j,7.530905472811081-578.8457631793028j,39.0624975178447-537.8275761158244j,26.106595728723207-485.9603412329999j,14.411340710997358-706.8103995845336j,9.881166724084043-700.5707822602387j,33.38101935989521-594.2083075939888j,9.125400060426298-632.4405345190647j,12.176435872404875-736.3665851412975j,116.0157820790958-481.4589184649601j,67.70586858428663-400.93040084737095j,13.792647085533831-743.7018814122744j,10.19826374912678-586.2900102664104j,16.567035105955593-549.7173295496713j,45.25234682429219-426.9523528153712j,19.600026190923824-502.2226448913749j,23.48025313721371-502.98537304542685j,18.492512312109763-609.6171462988142j,7.403452677452477-658.9961603418418j,156.557342909793-350.32962306643486j,103.91161076467081-494.8733543767345j,16.412436572653334-498.91808022998765j,8.907925074754543-560.9704209898559j,14.722376704799842-497.3049136869248j,16.58676309212652-492.084090593366j,13.131285161327327-748.7224805082341j,8.198362417273392-671.1127141215097j
6.897993311036789E9,42.67907632152917-477.0784703969472j,10.138055157308228-705.6051362218489j,27.723203283175867-503.52546012136924j,14.103748381407664-540.9508044246404j,8.313772069621168-713.3941282013491j,10.294352469986908-522.5051622400792j,9.208561201912792-451.00506922750355j,15.543519120661257-697.285842733695j,26.06335608411768-583.1581225685868j,7.579389528400105-629.9999936426966j,9.56816797637584-563.7234321372713j,10.332059409013546-559.5690646942818j,8.802477891104774-655.3373667067277j,11.245088033678565-749.6475096068692j,10.320737335387388-746.8126627852489j,8.055803186560599-562.1097282618877j,32.8083057684563-490.73654086461835j,11.109679780582118-563.6126274951349j,29.162011374825227-504.8482471124252j,11.540765699794514-694.595828365231j,7.972779959252841-587.9738478395424j,19.59697850346048-609.6496896088364j,13.980700680151635-450.39159235000125j,8.275312007821192-654.6703738031094j,7.58453696666927-575.8890599130551j,23.56753286376052-508.3475308260396j,29.77982076389775-512.064693629219j,12.178026377330758-705.3586948946604j,10.208003619254093-698.0907184815246j,33.345796325748246-577.0438911212259j,17.954414909122754-627.0770870033646j,13.982122659248015-731.128722287894j,35.682805159387584-450.21027013778723j,125.23417466359189-417.6635558221268j,12.855124109857844-741.7704450205762j,8.395047590663918-585.1016175330066j,15.992992751343118-536.6805068335541j,73.86944903136408-399.2889208257008j,21.42127751718531-491.38938804446343j,28.735888272803223-516.0073601314489j,18.26207822221941-612.6254669608481j,7.363189528591356-656.7064931361562j,194.60558883232315-329.85234081853565j,60.675074011710244-534.8424632456453j,9.785863550332602-496.00799612023553j,13.52823352778553-557.0514564916523j,22.3935285752129-480.1466837463964j,13.077535543226466-486.80916494228427j,12.791231235023703-748.4487125053334j,8.011755556462939-667.2781783861217j
6.914715719063545E9,47.863604044260164-492.689326447184j,8.86071378277452-702.1016860839178j,34.21445060689768-504.85674484695244j,15.109702811899142-534.4308851921203j,8.090606911987166-710.817644486179j,8.72819415131072-517.8935347677882j,7.653969180619112-451.2626969046273j,12.416519247998082-697.5687451195033j,13.88995894755546-581.4550240532103j,7.456810632661267-627.0392330377491j,7.769729413016825-562.2472213319543j,8.918109723779253-548.6594873970807j,8.241784588035843-653.1451418287277j,10.312578606407286-747.8289319016268j,10.460337386226632-743.5782097192447j,10.60640890578527-555.6281485843144j,31.409121669308956-493.1082560320674j,10.654062541196415-560.4061863201493j,43.66296136128897-532.3318509267677j,9.992199747231718-694.9186285390266j,8.58918305306073-583.5761824977734j,11.392940796029377-589.6267697531543j,22.32230472701823-455.6310755582661j,8.287033541910617-652.1250174729577j,8.18027158112344-571.7444215238265j,28.164444267677954-485.4646050545634j,35.17127923723582-502.54764088974343j,19.762832906766207-702.7138470392821j,9.105977052689182-696.7622665498885j,39.20733464552884-580.4339568167799j,25.398032367454913-621.4527834941247j,13.640073274640866-734.5486160342883j,46.40032477498928-435.8551069170417j,54.93864918535196-470.8898379223321j,15.73933427478049-741.6535886376653j,10.204350996337201-579.7785914824545j,9.117340202017923-536.2394947851138j,67.92061395276932-368.10649063931174j,16.639034320209156-498.9728711291735j,31.458033084683088-528.3697941225026j,14.53992109846051-599.2142180143321j,7.197778229511858-654.4865404805399j,314.57124632313094-441.68551682028675j,22.60160762804137-491.01493851110473j,8.997552161872333-493.85961424958526j,15.093559700269884-555.6278923921459j,17.013282495842468-493.7382004857536j,24.748123411403753-487.86037386390916j,10.311026896429581-746.1555039269299j,8.167436799210737-663.6913258842634j
6.931438127090301E9,27.091497227136983-463.32763775225493j,9.312056431622992-700.9060726085816j,32.63408118395497-524.7220720241352j,11.476815163361323-534.1056640417829j,7.980147630938383-708.4140063405214j,10.351122186260836-518.0799083129334j,8.314223464750507-446.0995552006225j,16.292168158056842-698.8242730131976j,8.658938451521799-574.5305259225853j,7.498705249068575-623.2550760481437j,8.183851426026484-558.9415207995448j,27.635240123607247-536.4360169878055j,8.674511841366229-650.3220194355436j,10.22320130004166-744.8820052725802j,9.436701847986203-740.7004714046154j,28.502021985931364-535.4803852987033j,22.622788371593373-472.6285547319231j,8.174830418003994-555.3481230771358j,44.26133281800133-547.6897049272814j,10.858677302059688-691.0697806633834j,10.301299812471104-578.271316612692j,9.675274533056825-581.8511406959983j,11.833444492539853-454.7441357161664j,8.668753660077773-649.5475603441432j,8.36184458371305-569.1445441944602j,20.897280432296416-473.92834993591515j,61.12180642124476-504.7811676761514j,18.060753079729775-717.008477132752j,8.660144434650714-693.4477377877714j,35.913393422496-559.8875551220939j,42.46002174925483-639.8695380126588j,11.294106216493695-731.0549490891758j,50.792811613764385-400.30958575565575j,46.168227737253275-430.0327753153323j,11.275208463867038-738.1945886931311j,9.271438013832244-578.630885073119j,9.0925066870006-529.8978488362102j,116.99858983955076-392.3642138073231j,20.487648862794014-498.778403367703j,10.541258719307649-517.0967526641405j,22.65040350131816-592.4161595652965j,7.407283982476567-652.0959045350883j,143.8084658584769-462.52923519157537j,48.2928781195965-480.80519651623405j,7.71015571618599-491.9284513944573j,17.093972134780348-549.2698224609666j,39.977282979651-486.1752310895608j,30.841448077514347-476.3836336800749j,11.057162307802294-742.742077794196j,8.008045237802902-661.1815126425556j
6.948160535117057E9,21.690044596876728-477.67670185200143j,8.761765102968644-697.9701567201807j,15.331441617921206-505.4617233797608j,11.749052053437405-524.9642870799235j,8.098569571185768-705.6386617696597j,7.62945986806985-513.2759440523732j,11.10104519111309-445.69836403555934j,12.692192936388276-694.1115611730635j,9.052520598694418-568.9001029207252j,8.804951530860102-620.5045435607574j,7.176908528971517-556.43889930627j,19.805570611559162-542.748008153994j,8.526991652905583-647.3653697408431j,10.958788875086341-742.0545240707177j,9.187465875266554-737.5480606908251j,38.83302913519698-552.5640432231451j,28.03819186667529-459.7353774517852j,8.174846000137778-551.1817929946155j,19.598844909798-518.1192175103356j,11.367983514461837-689.5654900118832j,15.459312764210303-576.2242938716389j,9.700268822674348-574.530480983716j,7.500350581943102-446.0578206134474j,7.845595142495353-646.6600548680067j,10.243236786825296-562.8619425866968j,24.47468836426153-459.93128479109913j,19.848526532296123-509.7532988511016j,17.62620931017692-705.5509738989525j,8.609018393434445-690.8958749691735j,39.666558844166644-563.5322189996j,26.71888489493697-659.1141431057601j,13.632797817873206-726.9611643752479j,86.12136356330784-472.4600187537122j,38.853787386567475-427.85454425812213j,15.159135332371665-736.4720707754628j,10.297525333268023-578.0544515253735j,8.191431976644504-526.1508459617247j,164.57607639560933-396.38534364567226j,18.973577305496462-499.6399052837523j,12.304015488413926-512.5180877704153j,33.923824065642926-609.927016143763j,7.213010866402718-649.8230473083252j,161.37768510711584-634.0652047599825j,28.45276902475839-463.00794000601746j,7.71398130451149-489.7763494886488j,24.879967862871005-545.5891893601868j,39.473054684999155-497.6985727933166j,23.735529673591845-476.82650209682566j,10.88402970395671-740.5935804852941j,8.788085655044853-658.2870908199825j
6.964882943143812E9,36.41878693866226-456.1187487448852j,8.308510983048754-695.473027424635j,15.277974327739994-498.9908127609606j,9.431088251225185-521.4245491574461j,8.080533548242-703.4008890218821j,7.139009147130595-510.613614965264j,8.168479273655965-437.2370555952509j,13.038101123099516-692.8737151050079j,8.69443714206092-562.1603054225213j,10.45937580956063-617.1766642251459j,8.137331011212387-554.8323806492757j,56.533151351233265-520.3189084864333j,8.118079077475802-644.8419164909815j,10.802267649092697-739.4474805980608j,10.202629322039268-736.3536562214267j,22.683320644860807-563.5321372328564j,27.376705321444824-446.5510157799577j,7.85426090008224-549.4233847084585j,42.92250860855065-533.5181934936014j,9.332405777416358-688.2947221132295j,13.724077605045638-576.860042916838j,11.515478561055122-570.7268417879753j,12.551806357557659-441.3654063752534j,8.08192855752559-643.7145108604348j,13.186387084960083-553.9942986197988j,20.355822931401885-452.5839753617185j,24.296286850562385-504.60494482332024j,14.991866898598747-706.6723201257423j,8.329390279811948-688.4879705099004j,139.8538557346956-519.2444263685713j,11.815681504144242-646.2550840029121j,10.56353578210976-725.3529290106895j,58.90564420019164-453.8246266050982j,65.1341553936982-371.3052992899615j,15.339496534551488-734.8368868406862j,9.604500627684518-574.3960753892741j,8.509113703574144-523.5290482081357j,139.10961891641452-321.30597047519916j,15.932134749701467-497.5077724025677j,9.987621639862345-505.79698165695174j,13.348082029457954-608.0329632052039j,7.204654761925969-647.6612410127656j,153.03478791507814-476.7494118453079j,27.481552845540318-440.5006642281614j,7.1229602503657246-484.8871219824622j,20.869489067032074-538.2491775458727j,36.84816280996589-499.1275885635072j,28.114312066674184-486.0310593135767j,10.601888135346302-738.5595923571193j,8.72390185192837-656.8470417770907j
6.981605351170568E9,32.74306287222939-462.47367657857416j,8.523545700173363-692.9022410462444j,14.510288579066547-495.78394529836834j,11.031408615046892-518.370048736225j,8.074682311414131-701.3361310229242j,9.324127749906573-506.04380787570904j,15.606670665692207-433.1424063408097j,9.618226253359206-692.7658370728682j,8.72395146722603-555.3491685270624j,10.083871321743324-615.8408433451632j,6.645548920066746-551.8974640612944j,21.68315378726139-567.2187331427572j,7.847777511165898-642.6318848143543j,11.34480825259821-734.2904755840673j,9.43981970343675-733.7271784956121j,41.783263430651125-564.7390204907571j,73.7252843438667-419.1460841733255j,9.296275391773708-546.7644649922996j,26.84007702756687-526.9629286632044j,10.393722341599824-685.4618885151847j,13.2116375450014-569.0828753935929j,9.003321471219486-566.0482694066292j,8.905442720673026-436.8172484820199j,8.124712813338585-641.3883931072443j,17.12502808402804-556.3758909750002j,23.23271846880292-452.7533893680636j,8.639616762922204-502.1930329098j,11.692327694640248-704.2036548054047j,8.823614355369122-687.2879692496751j,59.830867072166164-622.336293974439j,7.962056504503621-638.3485650730893j,10.107240777804817-724.2261644459328j,112.64297000522633-492.4993141559104j,121.82368855753846-401.1680415742855j,12.319764892433268-736.3743186981403j,8.669077358050055-573.4249067448271j,9.313716501028248-519.5248488082316j,69.98069698011912-484.53038147763374j,11.754502635557444-495.5270768823789j,10.64414199627266-501.69043875819824j,22.587629814761534-598.2087862782068j,7.513052507672002-645.0720450975168j,98.86267456575709-494.4406783060053j,41.74063402599922-437.0854025211405j,6.677095094904472-482.1630865188907j,35.391560985969186-522.3245631919137j,19.090943104096247-492.66068692667136j,15.137892085635004-491.08858294463045j,11.48964944040571-735.3992583754449j,12.94230995126947-654.0830833007341j
6.998327759197325E9,37.50407231126123-458.2573412974117j,8.283120808240099-691.0096049795511j,14.66446858911165-493.39431064607055j,10.63695298200023-514.8654086855536j,7.9210705932495875-698.8533244676095j,7.081268449761552-506.09957636473183j,12.53850210920401-434.5462624092186j,9.209448550428895-688.6148055512881j,10.575416466952031-551.8340567167774j,11.067074642851681-608.9154779573508j,7.566976299456901-549.625789917161j,28.785340507122328-567.3391593159237j,7.910214165311314-640.7740776031291j,13.266637335962848-738.2265011367216j,9.508832729732202-730.6734005161666j,20.27394937217786-576.3257582931751j,41.68174033900437-472.1005738025454j,8.888807177684434-542.7451217540928j,12.679544688937037-522.1169201233915j,8.655892891525612-683.5906239744962j,12.495708725241967-569.4386256695469j,8.565885030295256-562.8633748709866j,7.80877869075238-428.11607614505044j,8.32202155777282-639.2700531114039j,48.176089054682926-558.9906881352262j,14.558608494997292-447.99260226623556j,12.49941457552271-497.3478572176039j,11.781307481024953-702.2690217660924j,8.955058802784581-684.3254018332341j,69.93132273235638-595.9977157479962j,7.610676289760208-634.1655589177611j,9.47033804055271-721.1155073005289j,29.026257793156873-466.43084140176586j,57.44469703613226-439.3125118306783j,12.51800169740871-731.1103410184003j,8.145528431608687-569.9412005485622j,8.884940854259826-517.0016831840728j,220.1609161823138-404.249061050919j,8.507270683063654-490.9966874650728j,9.571093599804998-499.05654374413007j,14.711578243601492-599.8111890593298j,7.944304913854808-643.1922359523694j,82.08436394171306-426.7150099896899j,26.616074287732438-460.13710402246716j,8.38596539946616-478.6774556084913j,53.329735284484-562.5352940874636j,14.774218722261955-486.3549296691324j,14.502205932087364-480.82631494866996j,14.163187715155052-733.3835107514687j,11.487051538799298-653.0225590876847j
7.01505016722408E9,23.223831354375967-442.6026274806398j,8.125317180134136-688.6506086349623j,8.049032498094654-486.5570125034401j,10.315832139480197-512.4570808898854j,8.008188354232741-696.9034505121833j,8.508916063488305-502.4688917124902j,12.52190256052196-438.23676907958276j,10.46015049512879-687.7896425304209j,10.558902389336644-553.0253035125722j,16.514299815918545-600.6888010419019j,6.847088299140335-546.9414742241572j,11.593205860422804-565.6717434159506j,7.628447544667762-637.6542619036682j,11.581914645613155-735.6925043384381j,9.776513616586866-727.9563973939739j,14.18531864720966-563.5171136536324j,19.683844513158977-469.62738707005326j,7.436076416440757-540.9474267358506j,13.310398977419574-513.0483058369838j,9.453702418578258-682.589848350774j,17.653948899535283-564.1047154508333j,10.41470069894276-560.6907638011951j,11.07328759642414-423.63552304720434j,7.543693344465229-636.7686836970948j,32.22926873925124-543.9054260649028j,12.1215591098773-431.0883946780098j,10.524029761867645-490.6970853192054j,10.962486666368036-699.4482626916046j,7.991660877992827-682.3229320588755j,44.35916965136935-633.3062649806523j,9.931379709762174-630.3927159687207j,9.871627653344147-715.2707099088996j,37.5713291117806-425.95669119393955j,100.93418982344103-417.40154229760276j,14.801052048876715-733.1630972067653j,7.980097549540116-566.9599773931305j,7.786050304219453-513.7877370074335j,94.12864625672304-529.6189770052359j,11.506713844139767-488.59514036229024j,6.677704006877299-495.9730545505748j,19.54108482406797-590.9304157494956j,7.875461653826721-641.7738255028439j,60.80891641009447-435.9090791649769j,19.37969038288941-455.33306092650986j,7.844921217362294-473.9416921291101j,41.51781957034545-562.2982947105827j,13.334558456455374-494.4199220952705j,12.094038076727504-476.34760704682765j,11.536466511178933-734.3816341777954j,9.253792065577228-651.422275540866j
