% Model,FBAR_Sc30AlN200nm_Mo100nm_2p5to7p5GHz_16jul25_S.mph
% Versjon,COMSOL 6.1.0.346
% Date,"Jul 28 2025, 11:49"
% Table,Table 2 - Z parameter
% freq (Hz),"w_edge=0.20649, t_edge=1.0898, t_ScAlN=0.25398, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.23616, t_edge=1.9328, t_ScAlN=0.46646, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31752, t_edge=1.7884, t_ScAlN=0.29408, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.42666, t_edge=2.3908, t_ScAlN=0.32704, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.26543, t_edge=2.763, t_ScAlN=0.47372, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=0.82689, t_ScAlN=0.31882, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.37007, t_edge=0.05, t_ScAlN=0.25835, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22838, t_edge=0.58157, t_ScAlN=0.46352, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.65045, t_edge=0.84315, t_ScAlN=0.35532, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.26902, t_edge=2.0441, t_ScAlN=0.41348, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.20294, t_edge=1.6227, t_ScAlN=0.3561, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.39019, t_edge=1.3336, t_ScAlN=0.36057, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.40822, t_edge=1.6571, t_ScAlN=0.4289, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.27578, t_edge=2.5882, t_ScAlN=0.5, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.36899, t_edge=1.7976, t_ScAlN=0.49887, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.39381, t_edge=1.9257, t_ScAlN=0.36216, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.30808, t_edge=2.191, t_ScAlN=0.2516, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.28913, t_edge=2.6501, t_ScAlN=0.34745, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.3386, t_edge=1.2992, t_ScAlN=0.3167, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21356, t_edge=1.4986, t_ScAlN=0.46069, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31262, t_edge=0.83409, t_ScAlN=0.38602, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.48795, t_edge=1.6227, t_ScAlN=0.37064, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.4971, t_ScAlN=0.23957, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31673, t_edge=2.865, t_ScAlN=0.42538, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.20473, t_edge=2.5336, t_ScAlN=0.37291, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.3205, t_edge=2.6406, t_ScAlN=0.22561, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.29293, t_edge=2.2195, t_ScAlN=0.29662, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.25855, t_edge=2.0975, t_ScAlN=0.4745, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.25203, t_edge=1.1568, t_ScAlN=0.462, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.53724, t_edge=0.65587, t_ScAlN=0.38301, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22719, t_edge=2.5309, t_ScAlN=0.41866, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31515, t_edge=0.91567, t_ScAlN=0.48898, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.30914, t_edge=2.5161, t_ScAlN=0.23356, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.24037, t_edge=1.8335, t_ScAlN=0.21739, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21434, t_edge=2.1398, t_ScAlN=0.5, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.35318, t_edge=0.6518, t_ScAlN=0.3702, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31872, t_edge=2.9903, t_ScAlN=0.32693, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.28416, t_edge=3, t_ScAlN=0.21663, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.3659, t_ScAlN=0.29735, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31554, t_edge=2.5987, t_ScAlN=0.30806, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.49033, t_edge=1.3649, t_ScAlN=0.3893, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.0516, t_ScAlN=0.43216, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.33297, t_edge=2.063, t_ScAlN=0.20177, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.29453, t_edge=2.6365, t_ScAlN=0.24287, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.294, t_edge=1.6162, t_ScAlN=0.30533, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21267, t_edge=1.3257, t_ScAlN=0.36637, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22613, t_edge=1.463, t_ScAlN=0.29226, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22987, t_edge=1.5334, t_ScAlN=0.28508, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.24024, t_edge=0.61666, t_ScAlN=0.49871, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.35605, t_edge=2.2898, t_ScAlN=0.4385, es.zref*(1+es.S11)/(1-es.S11) (Ω)"
4.2224080267558527E9,6.96677957679346-457.0049433696565j,207.12693832881203+904.4104748553626j,5.082420969995646-517.0591398742431j,5.44535355252847-544.0695678193233j,865.7670205559833+1369.7915967605447j,28.558061490012502-553.3267043295531j,34.66359721587594-458.9892220837288j,614.9249537247707+257.67382857394267j,12.07387741334716-542.4753187689813j,9.048423604002581-403.7084399560851j,7.442620897796634-545.2541447799869j,11.300306802003167-560.9063685266672j,33.49649058952566-318.6707116819594j,5135.1466793874515-2926.7041855834423j,925.8911017727975-2025.7005977017384j,11.226394867855864-557.3149291566912j,5.027505447720888-463.47706784571676j,13.618247279817888-544.0709733597936j,39.104046241309476-566.0127261644641j,166.11040161792295+496.9282935898695j,14.220463013735385-504.35630599884945j,7.844097138826205-535.1712500801518j,7.749002487336398-440.97877517193746j,40.80575728680502-315.4031980359513j,14.888452819310842-546.7324739475736j,5.286767647558092-413.1044534374606j,7.021475528889158-532.7330394113261j,497.51979512627497+1789.8430401431153j,267.9361787360527+990.9670146263811j,17.00039270064431-555.9069882002927j,14.79359126625706-362.064592770843j,3643.367384830813-2134.0955325088876j,6.5585485556044745-429.3932377233336j,13.178814006179861-409.2323674700819j,881.5703687380119-4332.707170913403j,9.43258008839034-545.3112926320002j,6.535346097134937-550.6213307422973j,6.682357910091115-415.46827992582877j,8.862872112210953-525.3505948871921j,6.4422342766633065-534.4965528719091j,19.696488968240434-514.59043865113j,12.143368771055302-255.54654735751157j,8.516559173335342-372.04288821031565j,6.758063015550029-447.85965923526317j,6.8116283241601465-533.1770943105053j,6.439510755802384-538.9739105576919j,20.778673569261716-542.0026850044251j,10.861646554402139-515.2816569057745j,1873.8863166971155-2717.1885186414283j,116.05572510581324-124.83080952526225j
4.239130434782609E9,5.569832858134648-457.3488503591685j,358.2882962155249+1471.2773888889249j,4.611879591923174-512.3057770282462j,12.137339054064402-536.300880071139j,663.7131175323169+2498.840907173658j,21.594146607807193-557.2752531916116j,105.60678046793036-453.60250548908033j,255.15855797257706+630.7833400302857j,16.949318093921345-547.197418334133j,14.976171272527917-367.1568904144663j,7.310521208929883-531.0055384644884j,9.425856537434095-544.4385834885701j,11.763212367833638-264.479137271213j,1957.5808891385116-2121.9443526465557j,2914.7590386815104-3556.2232725857675j,12.027270440048806-550.1770010520244j,7.737345974518192-458.4648085089336j,8.9556828569171-548.4887288297697j,14.014348876572996-552.2656741264595j,255.62127765527148+696.4379341885767j,21.87257121522789-504.99021928541083j,6.2227151224730255-527.2391836921739j,11.732006337962494-433.53122231216j,29.382517867101356-309.9472353134909j,9.598980832711254-536.9704092007981j,20.761183345615-425.9235721604887j,5.310412187852806-526.8874953547145j,2346.983771511409+4001.42297724108j,322.17800625877277+1229.1311259402044j,15.29090495812628-550.0067848185944j,34.495609684528695-349.55473556131074j,2467.4054000564556-4644.898784839853j,7.809544552342046-424.8297411716858j,9.83772459689422-399.3432202083813j,526.9024557181706-4020.7890517712963j,17.268152846577017-542.0897324426592j,6.401190239707085-545.7390669507381j,4.2663772034369005-406.6512361631442j,9.579819046512004-522.3210908325552j,12.91845610746838-528.7156398995966j,12.003847750008706-515.8519820717279j,28.54917176074868-197.37712703537363j,29.96330220530725-391.49545422644314j,7.261967143360902-446.99708619394477j,7.206368121055306-530.496774059036j,6.070681969480227-529.5148185532287j,16.504730630605422-535.0589086772475j,7.089754996346512-518.74380218586j,1392.7591166494235-1718.3997699425158j,26.98343260912205-194.58903757000022j
4.2558528428093643E9,5.679340691888649-447.76014445623144j,1469.0674089591203+2366.530802970364j,5.664112798219255-507.9635459678931j,18.341720373007433-547.6543678196097j,1998.3010368080143+2960.7452386872847j,9.70310927739329-551.3975912303493j,18.785627055545575-485.29363603434325j,273.6513772588662+1055.1041350127455j,14.335299999781677-544.1066082004139j,13.125865300082152-341.8347141220536j,7.722751516803484-523.9044708690449j,18.720523217711293-537.5826649383995j,18.42226272441344-195.45940773601026j,2565.4255296338943-3214.518395501428j,2457.047011818408-3199.269307787893j,11.761894335491423-543.2969526778802j,6.461770979512325-455.3779531767719j,7.948426678690112-540.0269159328702j,9.884207987294314-537.4232652365815j,204.28737530539982+926.380787507711j,9.060933632721449-485.3992139601976j,11.801810961531215-516.4594532955545j,6.933196451339781-437.1984573577975j,14.819513468398489-271.11288502365306j,17.624992331573456-528.5446683503064j,11.209703227803866-414.3382862975337j,6.41535702757424-520.4377709370581j,3554.1398656219953+4148.939959645353j,1315.7980576630634+1505.241551980376j,16.592264014822316-522.0849974371584j,23.830487145927233-309.0918531331326j,1148.595750060583-3654.8839708258342j,5.300190136381535-425.8072936439743j,9.613598260097213-401.655629268496j,669.7948136822296-2958.095120769062j,8.737521307814928-523.6048564561645j,5.684119248182167-539.5073155804087j,5.037736532410377-404.470717529068j,9.591799740957189-518.1356716361219j,32.104875859110535-523.9923008427896j,11.029018549505567-498.0003457021325j,38.5279978671492-119.26113180681173j,11.625467772605113-389.76542104667595j,11.578982119055636-440.9403757627362j,10.574831608859945-529.5922434366119j,6.183635704825817-520.9936093476613j,8.158739466673126-526.1809606303236j,9.668466467974405-516.6570377832985j,2538.6199669507173-999.1446868600486j,13.829988069923289-77.12404366168747j
4.2725752508361206E9,16.10952856360304-432.063011035541j,2626.4074220554517-211.74229200769358j,5.044950176445165-502.1576718904009j,12.873938518413755-534.330841844298j,4081.0459336835816+3098.035572477475j,14.598008247586668-537.9702184254488j,25.877299861760353-488.5177277371471j,824.0245824257096+2001.7296709755547j,12.359640931070235-535.4996657397503j,30.654902481511904-320.924314208188j,29.21190085431339-494.9819483540539j,12.317517463868281-541.912724346873j,172.4845382828588-40.3728877175381j,1026.981629099592-2032.7711224950724j,462.81073661235934-2437.0184708005586j,14.474552269667871-528.0185202893887j,17.97229177713531-429.277675966157j,9.957921628586394-528.630028461163j,19.76307407332224-517.4874828538397j,295.0178047858236+1376.163010625409j,38.65417461507125-517.7231092269552j,14.020968705774665-500.07375350126136j,6.641371080198122-425.53335437572457j,14.328444894570504-203.86397388443072j,21.351674848374188-516.6464916712424j,13.138290768594013-412.76022972722626j,8.013006364784356-523.878155007079j,9000.035678916372+5327.450869416277j,743.6919322082133+522.5634913265899j,49.7797518081321-503.71272396132866j,83.70384690315734-223.3715429022737j,1929.2498447797238-4663.69477044019j,12.032979135142828-420.4339006930918j,14.191145210920093-412.60031099442966j,1676.3443588127852-2931.668890007715j,18.77103042679683-509.99300197115195j,5.434206920846542-533.0543793013736j,9.824217876988614-405.52468267503633j,6.3234644879709965-512.2330774494131j,14.238483547814202-520.8819291277857j,6.973277590702748-482.812807815953j,64.17898202752812-176.5417104676309j,18.400262804383622-376.269026526623j,5.901380032238457-433.80247467259557j,12.665737692065887-516.7798915348551j,8.198398168122155-507.04444336998284j,6.5415586681030975-520.1201450221834j,6.6773506510140885-503.7233394978419j,1673.545284388173-3289.977399013463j,57.69784839588437+30.378796277641232j
4.289297658862876E9,22.954994102433055-433.403761388343j,1067.0080075012954+1947.4439024414269j,6.045550004007279-496.38307667387795j,12.066897490536919-525.2277896187452j,21607.49601325084+7484.762423460756j,14.51479550017137-536.3830245120944j,38.627664727997534-488.34204756303745j,918.2341505238597+921.4729360162796j,10.573207885713872-524.3443252177311j,47.65679418844025-272.1814847746379j,14.221409221237426-517.7731350214391j,23.500445318341818-535.2006180111254j,26.630072877305178-208.44778769234225j,3182.7572644301094-2770.0437288654903j,246.74121450377015-2080.730840098751j,23.160166324615073-535.0117598675705j,42.476703024753085-489.23864846395463j,9.25483124871401-521.8250699561803j,14.071859586407694-524.5633471210132j,1001.111211872811+1805.1270552293552j,31.95412502104159-497.0839657873357j,21.97688516313153-455.0735778112237j,13.473724578541553-419.5808805854418j,50.08085734149113-102.7600642992151j,8.238585264353885-505.43939588509596j,9.134796744432892-416.5749039734213j,7.91049629317185-511.64473514010075j,6745.541048457387-471.3687603003654j,783.2199255402876+2616.874538319935j,25.58732591387021-520.458084220382j,23.418568950842076-265.7746834324575j,369.8076211167243-3091.92517932223j,8.35340897490138-415.58226130027964j,5.13041640847698-403.11903654440476j,275.2318006656492-2952.12923373576j,12.006439368056009-499.5258574039065j,5.1578996611050805-527.9490322017634j,4.940778761095993-398.93419533361623j,9.836921683350882-506.58147584922915j,9.306734178806925-519.4684812741446j,11.108581269642768-470.4396442270111j,15.462349451859499-86.20235928372622j,13.926769779011728-404.13539619976746j,6.129636020583719-433.2515239160731j,6.951396216220128-521.4787727395735j,7.352807240170712-501.34723522239653j,7.9566689510874165-512.1832232545981j,9.92902773495511-500.0753706326418j,761.1406951222298-3131.562160218587j,42.48462707926437+93.94016889390164j
4.306020066889632E9,17.83073902353506-446.46100815969083j,2710.4592043404073+4117.9667658570115j,7.373955908304265-491.80948874728244j,6.869456807626265-524.4424611068688j,2723.183052342537-6210.656936941889j,12.16489971912432-530.4129712277353j,27.757943580673423-458.47001188598625j,5689.334643351905+3649.4064562404787j,11.75860145784368-525.0576954623916j,167.0046175809522-301.2563905627195j,24.22434026771261-500.88071466474327j,16.03521027662256-520.074934091108j,14.063490859660448-91.199225374356j,710.6716720644025-3096.48255056026j,256.4164534530953-1878.7941104376478j,15.651100061444538-515.0102447430579j,7.386411450648338-460.46293040260025j,16.060711553590085-515.2332054737346j,27.94663123122609-525.2086787727819j,970.041756723666+2854.18323275462j,11.692147248258742-451.73961454428166j,78.30205798243229-474.41409623610417j,6.057781276738965-428.43983508808714j,47.431007492339745-243.1056715698988j,12.824166749886432-489.96102902740125j,7.832587681517218-406.415838462363j,9.05684783567336-505.0773868488891j,6473.114995936445-4123.044826253175j,2895.6823272687843+2721.8494004498925j,11.035643358590283-494.0239998976973j,16.37846585818818-216.01529507785034j,790.3000866406348-2734.756557276701j,10.889972189036273-421.85774789365723j,7.936272647031444-394.74265990772767j,480.22019124175307-2275.5301555690075j,26.089568679056217-516.4004744786548j,5.239678532785522-521.9293034482483j,5.01973261898986-398.29134513963055j,20.703966832908794-511.20100128213795j,7.384523303728292-514.9198241688896j,5.6804940409083375-449.77489005824634j,15.092318401993309+4.99895390802969j,8.149335188881134-378.86028898871143j,11.890279010478446-420.7119633374342j,6.902490470026085-516.0416143726026j,7.489946954941382-481.5373218488071j,8.322188950523698-506.6503616863216j,7.309900792059132-497.13287160189344j,1373.604987812606-2213.8669131789034j,53.99095660428564+272.8335209522406j
4.322742474916388E9,14.004659324696311-448.259677026246j,10499.748298627766+1576.5022915927557j,7.577897268900262-486.8374367153682j,11.709055036259965-517.0588652273744j,5535.317651292411-4337.6453982057465j,11.457411317228049-528.4816599319599j,21.469892678194462-463.3530506149441j,3458.4999316350154-1554.3020163603082j,6.199393062931874-506.0386831013159j,31.565913818299567-246.55486830186067j,37.662612350553005-483.3603432671039j,10.821606197818241-517.1688339012524j,18.267229770681144+4.188106639509134j,824.8681677617839-2754.4215574254144j,724.8201378156512-1736.1622286706822j,20.222720551060885-508.369857829924j,8.118679186001936-458.727062916466j,8.597416780818168-500.3236110929861j,12.914303571414955-524.6202448981525j,2871.38103563709+5998.235510480242j,8.96661168844483-434.3240580104419j,34.193354483543274-488.53221781123915j,7.316998501494632-415.59980599995276j,13.550405421346975-108.59878523231112j,9.869782131930105-480.40071478178896j,7.111646050823628-405.50535384356715j,14.349933659851636-502.157105179028j,2001.7658910207838-3539.128669407515j,2934.3650912994804+2156.2210402837463j,40.05891976802155-474.58439111626944j,43.32933997030671-113.0734915238192j,647.9627485641375-1973.891716484587j,5.146068087797687-417.6979917327704j,9.925138464563704-393.71555702159395j,311.77043730200865-2474.2184426091494j,27.36266133733519-496.6192429277606j,4.5515032105055795-515.5197774541027j,4.113171715947035-395.345098839308j,6.897768727017282-502.87878281325254j,26.7401277476318-502.4113074508547j,11.238671349353197-430.8995542777991j,21.35197359491068+95.06816924725032j,7.9045678456279065-374.7888218601838j,28.200190329557696-394.83626551584905j,6.64099213729046-510.90692501127785j,7.048410020855331-475.32645930577837j,17.6481111777104-501.81717389039596j,8.962031045047407-493.3127874084412j,554.1129910755782-2724.6073229489793j,104.49341380275845+432.6273813556484j
4.339464882943144E9,43.86039757619376-413.50683663818495j,5264.388107256086-509.62581038061006j,9.553535620601865-485.6311442789708j,5.992762996719248-507.6597748761335j,2893.0502001502846-4739.162539479476j,11.623207640563882-523.1995778982367j,22.22843567285446-458.9451898295826j,1154.6579542045317+1165.3454921483797j,17.623149394121754-480.24855531823j,12.709480372811944-199.23889720774594j,16.981828521580873-507.50133387496123j,9.312977442979228-502.39662224745524j,72.17498479412289+116.15117348840529j,716.4017716133344-2425.9917936594925j,1147.4061165750873-784.2758204242343j,20.075493708655813-507.63012914461535j,7.781361912383563-453.80114688983053j,14.108920633451234-492.07758037236965j,34.9299014323342-495.64153071355037j,6176.316428368545-1832.2159907221408j,45.23000776536389-404.19139086075637j,26.30940668461045-505.03076443269606j,20.874991984528414-411.757325977063j,22.756301681364757-7.208693923072398j,6.246049547214648-470.29143475367937j,15.59125538589375-400.3172924387479j,8.215358282818496-506.66711523651213j,2494.9722410295612-2274.7288691711806j,6400.3450967607705-2050.3683698242326j,9.44323994346343-463.4358391034594j,94.48421763857996-268.0916380867323j,516.5654247507974-2428.7360634112733j,12.201964116319235-410.12373139278407j,6.119663306594203-398.529699011813j,284.2403018671922-2362.1382052131894j,13.203875185226499-486.42705444609624j,4.520597804084452-508.46480916737704j,3.9816594569617196-393.84775582217026j,6.461058472995319-499.44497032297744j,20.509989519893224-506.95907982236923j,23.91560235319274-396.48890643070183j,24.174078734516215+207.40454415815282j,7.3188948418850925-375.3742635221782j,51.93989074232161-401.83997938110383j,7.062995044160869-506.90185219458374j,14.520666248537303-458.4016122718618j,23.991959123250215-505.3331464138921j,9.507270576956833-488.2434610662887j,274.81454374370503-2469.51570456935j,522.5715126142102+412.01155720030386j
4.3561872909699E9,13.320650408013764-458.98824617362936j,2888.177895900512-1024.068042414754j,7.465918961469987-475.153406394299j,11.81610391753611-496.8600670320757j,564.1163568733555-4148.297275572883j,8.201281329601784-516.4745966196j,22.244735250364723-494.32368799253715j,2367.9233124899083-183.09871103171622j,14.730689331292902-496.5198337581564j,35.78335370982404-82.65815539183829j,20.945893474447054-488.0322647244361j,8.725289698512677-492.3429253468848j,31.054107276468066+220.06368959340622j,898.934626262382-2267.196083328078j,947.3211143715355-1832.438898318304j,8.385344361301712-493.95135682821694j,10.420158339308843-444.6062674205607j,26.983601829958925-478.59302917186415j,14.614015838240807-522.4638024028573j,3409.700050379344+1012.3891818271234j,14.221031011165502-417.6135426804563j,10.959046919520185-498.4600210248999j,14.819015920145093-424.21443644101043j,45.684430253402056+83.4293030609973j,6.032820330943702-457.04887109865894j,28.648517153875222-369.5980579838137j,6.0460670994821495-497.77141045599495j,2151.054351747386-3183.6578815859366j,1921.4065604138304-1744.1186497761219j,10.03264961270691-436.21352837450286j,14.405413837659943-133.03698481059104j,323.7327779457619-2475.9705628060656j,16.16813406313968-412.3411034836313j,5.248261928306835-389.0366456932701j,175.3761544006193-2306.819701864937j,9.577906037197025-469.1235238955513j,5.691978143855661-500.819793847586j,4.617582787863506-388.53921487488174j,6.8659642955631295-492.6198479794621j,8.309757618943623-497.060865511293j,14.279231287538419-407.9422823444107j,67.65808200202584+329.94456104380015j,13.477565433321468-353.9045728336192j,19.146386527304433-433.29582093441905j,5.378669962865891-502.22758535565515j,20.5890071159434-453.2948909760807j,8.057841058988288-503.28111523562876j,12.506733275448441-487.55269936265086j,150.74342438342055-2234.2232330469174j,256.74082547649573+922.9616403730712j
4.372909698996655E9,13.96219495797762-442.8927010306266j,5392.0038062332715-6916.309473695021j,14.21379636029166-462.85812025147527j,20.511151290677493-484.77648298417404j,354.8103303042921-2868.8158831908286j,9.978312924087636-508.1299785957093j,11.508348067924235-455.350069477623j,4383.40924529185-1971.2388331851744j,23.495190165004885-480.2868746981852j,49.486281425920424-238.84566996693073j,20.74431456368696-480.8706858961676j,20.777987676317-480.95164497561603j,65.17696447639717+350.50908775253527j,375.0107702200233-2202.355647059107j,510.7978201800821-2194.7185400304024j,7.983153765705622-474.70436524088854j,8.110579731928675-450.59923073096166j,19.315941356215916-481.07292297900074j,9.680987521680338-508.2329347080435j,6557.20812769903-2313.3627176374607j,12.994862540920472-386.9523161041749j,5.716971223251925-474.2488203398383j,24.743048249406623-405.73309564304816j,122.14211401954474+225.31325990648565j,6.5370762855100075-441.8759076222149j,32.433101763304386-444.19266575336894j,6.084250984224721-493.635884822913j,394.16791164290237-3558.9633309008063j,2986.276853460976-4600.1351002724805j,16.528287210463887-432.61042748785354j,18.221022226183997-33.96320428120183j,273.7561287864645-2214.3440466927673j,10.533559461672889-412.4034855449564j,4.759165145300878-390.0750477036965j,151.8004294173926-2154.144322884191j,9.464665971093547-457.04609591279274j,6.020355959562229-493.2964704343408j,6.260555671724202-384.98856942482075j,6.920144723957659-484.6336738875782j,23.984772381713753-489.5550294287589j,19.485547318914968-388.9498428420777j,65.2761040644951+479.33516804875586j,9.116765756174923-356.9840594082857j,18.03285146558536-432.397955536414j,6.289078808462912-496.3975022702441j,27.988853493457384-436.7961564498941j,5.447418017977959-492.61437403498473j,11.248895023310562-476.7085512940369j,209.50630367312195-1744.7709938882401j,374.11797254065107+866.7462830194297j
4.389632107023411E9,29.486325065669238-429.0829712169583j,1474.2326744004765-2085.4410533839546j,13.197736492164621-476.86297902934814j,13.207737147508448-491.88157505276865j,982.6183759095566-2908.1340659872717j,5.585340780994195-503.15102576420037j,28.467475991889238-453.63314626647957j,1919.488690450089-4418.528913647102j,21.368693674241516-468.2763444809582j,13.590899992096745-109.45048749666945j,20.853500759582754-480.9813340759686j,7.422797781051748-471.10496019774286j,85.09330945585403+504.6495153499418j,447.76418652822593-2343.956051543736j,728.2603968608887-1632.87418601828j,9.748009505652943-468.08130119698683j,4.86053266484441-444.9591913941404j,31.929261131427012-492.991845685685j,14.773807837303284-498.49070568654037j,1968.1780656874778-6058.702031506538j,34.622457923523925-368.32965940222164j,6.254678183470925-459.0002163516585j,8.809755892599727-425.5873910233187j,74.65010358702355+290.564209646953j,7.701625325989842-427.4832364090689j,42.75177078103378-398.0755025048332j,5.772863432878666-487.001835851685j,411.0186551083713-2854.163704799691j,2161.7264658087893-2431.2939166991373j,14.475316095045839-401.6954157645675j,60.25401476973517+79.3522273299221j,154.66208088618177-2094.7060541075016j,10.971463566122953-403.54115297449385j,4.492949001303389-381.15422877374886j,123.1471547165665-2044.7310935473554j,7.20984387164691-443.02263420649854j,9.062787124350361-487.95100441162526j,4.884600599434124-385.87174073390116j,7.398273156254476-479.91632946071627j,8.995934499154098-501.96560509458703j,14.918575686312353-352.0865642205193j,112.33525608190223+671.0891908964987j,12.229098258430108-403.9236969266852j,15.210205709139464-424.53482099113154j,5.591350353076577-493.7500788764588j,24.212953009210924-436.4290412320212j,10.452521388922628-486.4777840892981j,8.770704798537789-481.75808142677937j,468.40446185374907-1773.213587175683j,1144.594986676558+749.3502702621901j
4.406354515050167E9,14.039053033943716-444.12102253309496j,2398.7336315193743-2543.5731782637663j,21.17383435577725-467.2688509692667j,10.921095156035856-488.76476695135347j,370.14863723640497-2585.735360568606j,8.633703054524377-494.7231915245813j,27.6031988051667-424.5785238435759j,2330.125531350621-3139.592707708288j,6.322049592028115-466.1720300495269j,19.090278909052728-16.854036935143135j,9.853140994541274-465.50075861965314j,5.464943984331696-455.07912148381985j,116.89279384214433+806.2411745769598j,553.6919620410231-2417.3563717090537j,330.48952985106547-2106.9798126836095j,6.270929030798978-455.83279501491984j,6.2114130232943285-436.068072870282j,10.851847715008063-481.3580311184608j,10.34061825800618-491.22045082873404j,1082.8290324026714-4364.212842566496j,13.706875584788891-350.74078055720355j,5.243030429506347-440.7283663077476j,7.7352852942135355-413.40492500900785j,106.40207422836984+536.7732990815023j,6.386583300840761-413.9437613265676j,10.36115131602683-422.0595273228783j,5.614574001781738-485.0377779578845j,345.7757393685214-2684.736050018845j,1085.5436525637779-3440.5051061084982j,9.967253215263893-386.41094868074447j,42.66066745068871+115.28414621917784j,271.00499177273156-1836.8960740260552j,23.592501645306694-406.76218601337234j,11.112512460961133-379.4895638047271j,191.65967661538645-1947.5863156980367j,9.22500276531039-430.8236118215568j,9.538167177906612-478.491195794299j,5.3320851158947775-381.2627233906861j,9.913850247097269-479.0667354203212j,7.13101001181622-490.33689803117045j,22.486320571325763-338.31876703472915j,119.79907484566048+733.0807151940777j,9.903098715668342-379.9434229771536j,13.35497340012555-419.9774019530832j,5.614819189024482-488.57695039898516j,20.46560166409036-439.27161921284824j,16.44827568733806-482.1316187813689j,6.737172558025603-476.25485841277043j,366.1009224596354-1535.7249845192214j,1484.45452201899+1813.9587691961533j
